iter	RMSE
0	0.6389201363
1	0.5898234618
2	0.5487798404
3	0.5082421965
4	0.4753899369
5	0.4432534669
6	0.4140286853
7	0.3869894051
8	0.3632831837
9	0.3422382613
10	0.3242081068
11	0.3059727564
12	0.2883535444
13	0.2741401064
14	0.2603785547
15	0.2455616277
16	0.2343239248
17	0.2230109313
18	0.2126186535
19	0.2042048249
20	0.1949691248
21	0.1871223692
22	0.1790990799
23	0.1716974176
24	0.1659516656
25	0.1598186668
26	0.1533877279
27	0.1480563459
28	0.1426472269
29	0.1381521148
30	0.1343285886
31	0.1303233127
32	0.1268303704
33	0.1239340877
34	0.1213588319
35	0.1187868398
36	0.1160534786
37	0.1143872709
38	0.1127390672
39	0.1107569407
40	0.1089573566
41	0.1073658896
42	0.1060527331
43	0.104675789
44	0.1033834242
45	0.1022397266
46	0.1012364114
47	0.09958174687
48	0.09840231282
49	0.09694241265
50	0.09577958241
51	0.09472623383
52	0.09373341475
53	0.0930361887
54	0.09221486115
55	0.09145025491
56	0.0903476494
57	0.08959097754
58	0.08879930922
59	0.08793477338
60	0.08755966328
61	0.08701411057
62	0.08663712796
63	0.08608774514
64	0.08548223618
65	0.08471711199
66	0.08410687603
67	0.08338910941
68	0.08285453658
69	0.08212345828
70	0.08146105331
71	0.08078929703
72	0.0803057472
73	0.07979917488
74	0.07915777149
75	0.07873584552
76	0.07822687674
77	0.07784063716
78	0.0774694684
79	0.07700481442
80	0.07653063213
81	0.07614627242
82	0.07580860946
83	0.07505723802
84	0.07475131481
85	0.07446698109
86	0.07394951742
87	0.07331507183
88	0.07316923319
89	0.0730239932
90	0.07288987764
91	0.07276728045
92	0.072646026
93	0.07258076623
94	0.07249553918
95	0.07245209494
96	0.07229477226
97	0.07184415203
98	0.07164593818
99	0.0712366929
